"ID","Name","GN"
"C0032290","Aspiration Pneumonia","1"
"C0036330","Schistosomiasis mansoni","3"
"C0085740","Mendelson Syndrome","1"
"C0242497","Intestinal schistosomiasis","3"
"C0010073","Coronary Artery Vasospasm","3"
"C0018036","Hypertension, Goldblatt","1"
"C0020545","Hypertension, Renovascular","1"
"C4014970","ADAMS-OLIVER SYNDROME 5","1"
"C0008677","Bronchitis, Chronic","2"
"C2350170","Unilateral Nasal Obstruction","1"
"C2350171","Bilateral Nasal Obstruction","1"
"C0917715","Hajdu-Cheney Syndrome","1"
"C2930971","Acroosteolysis dominant type","1"
"C0432284","Infantile myofibromatosis","2"
"C0751587","CADASIL Syndrome","2"
"C1449626","CADASILM","2"
"C1851710","LATERAL MENINGOCELE SYNDROME","1"
"C3809084","MYOFIBROMATOSIS, INFANTILE, 2","1"
"C3544321","Treatment-resistant schizophrenia","1"
"C0268125","Purine-nucleoside phosphorylase deficiency","1"
"C0006309","Brucellosis","1"
"C0013362","Dysarthria","2"
"C0162292","External Ophthalmoplegia","2"
"C1850363","Niemann-Pick Disease, Nova Scotian Type","1"
"C2231324","Brucellosis, Pulmonary","1"
"C0403553","Renal dysplasia and retinal aplasia (disorder)","10"
"C1846790","JOUBERT SYNDROME 4 (disorder)","3"
"C1855681","Nephronophthisis, familial juvenile","6"
"C0027721","Lipoid nephrosis","1"
"C0403399","Finnish congenital nephrotic syndrome","1"
"C1704320","Glomerulonephritis, Minimal Change","1"
"C1704321","Nephrotic Syndrome, Minimal Change","1"
"C1853124","NEPHROTIC SYNDROME, TYPE 3","2"
"C3496337","Idiopathic Nephrotic Syndrome","2"
"C3501848","Nephrosis, congenital","1"
"C0206182","Lymphomatoid Papulosis","2"
"C1301362","Primary Cutaneous Anaplastic Large Cell Lymphoma","2"
"C2677294","Atrial Fibrillation, Familial, 6","1"
"C3810401","ATRIAL STANDSTILL 2","1"
"C1864356","ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE","1"
"C2930970","Acromesomelic dysplasia Hunter-Thompson type","2"
"C4014690","EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE","1"
"C4225399","SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES","1"
"C0162316","Iron deficiency anemia","4"
"C2673913","Anemia, Hypochromic Microcytic, With Iron Overload","2"
"C3806153","ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1","1"
"C0149978","Adenocarcinoma of rectum","1"
"C0206729","Neurofibrosarcoma","3"
"C2750732","Noonan Syndrome 6","1"
"C0006079","Bowen's Disease","3"
"C0028077","Night Blindness","2"
"C1834329","RETINITIS PIGMENTOSA 27","1"
"C1834330","Retinal Degeneration, Autosomal Recessive, Clumped Pigment Type","1"
"C1859372","Calcification of Joints and Arteries","1"
"C2751294","GLAUCOMA 1, OPEN ANGLE, O","1"
"C4225157","FAMILIAL ADENOMATOUS POLYPOSIS 3","1"
"C3151303","Obesity, Hyperphagia, and Developmental Delay","1"
"C4539997","DEAFNESS, AUTOSOMAL RECESSIVE 108","1"
"C1300267","Brachydactyly syndrome type B","1"
"C1849334","Robinow syndrome, autosomal recessive","2"
"C1862112","BRACHYDACTYLY, TYPE B1","1"
"C3151609","ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH APLASIA/HYPOPLASIA OF PHALANGES AND METACARPALS/METATARSALS","1"
"C3151610","ROBINOW SYNDROME, AUTOSOMAL RECESSIVE, WITH BRACHY-SYN-POLYDACTYLY","1"
"C1849011","SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE","1"
"C0342684","Ocular albinism, type I","1"
"C3151752","NYSTAGMUS 6, CONGENITAL, X-LINKED","1"
"C0018425","Gyrate Atrophy","1"
"C0268497","Brown oculocutaneous albinism","1"
"C0028860","Oculocerebrorenal Syndrome","1"
"C1845167","Dent Disease 2","1"
"C2713392","Phosphatidylinositol 4,5-Bisphosphate 5-Phosphatase Deficiency","1"
"C2752074","ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY","1"
"C0221061","Behr syndrome","1"
"C0338508","Optic Atrophy, Autosomal Dominant","2"
"C1852267","OPTIC ATROPHY 1 AND DEAFNESS","1"
"C3276549","OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY","1"
"C4225163","MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE)","1"
"C1839576","OPTIC ATROPHY 2 (disorder)","0"
"C0268414","Hyperphosphatasemia with bone disease","2"
"C1845366","Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance","1"
"C1837893","SCHIZOPHRENIA 12","1"
"C1859311","Microphthalmia, Isolated, with Cataract 2","1"
"C1859773","Microphthalmia, Syndromic 3","2"
"C4225424","OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY","1"
"C3151097","MEIER-GORLIN SYNDROME 2","1"
"C1849385","Rhabdomyosarcoma 1","1"
"C0268542","Ornithine carbamoyltransferase deficiency","1"
"C0242343","Panhypopituitarism","3"
"C0265242","Otocephaly","2"
"C1864690","Microphthalmia, Syndromic 5","1"
"C1876185","Dysgnathia complex","2"
"C3151380","SCHIZOPHRENIA 15","2"
"C3151440","PITUITARY HORMONE DEFICIENCY, COMBINED, 6","1"
"C0342792","Succinyl-CoA:3-oxoacid CoA transferase deficiency","1"
"C1291422","Deficiency of 3-oxoacid CoA-transferase","1"
"C0015930","Fetal Distress","1"
"C0043049","Water Intoxication","2"
"C1853278","Bleeding Disorder Due To P2RY12 Defect","1"
"C1866294","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE 1","3"
"C1862178","Cole Carpenter syndrome","2"
"C4317154","COLE-CARPENTER SYNDROME 1","1"
"C2750748","Chromosome 17p13.3 Duplication Syndrome","2"
"C0036323","Schistosomiasis","3"
"C1848561","Methylmalonic acidemia with homocystinuria","2"
"C0085547","Phenylketonuria, Maternal","1"
"C0268465","Phenylketonuria II","2"
"C0751434","Classical phenylketonuria","2"
"C0751435","Hyperphenylalaninaemia","2"
"C0751436","Hyperphenylalaninemia, Non-Phenylketonuric","2"
"C2678416","Hyperphenylalaninemia, Non-Pku Mild","1"
"C2750067","Plasminogen Activator Inhibitor-1 Deficiency","1"
"C0796237","Mental Retardation, X-Linked 30","1"
"C0796249","Mental Retardation, X-Linked 47","1"
"C4275179","Young onset Parkinson disease","9"
"C4225347","PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4","1"
"C4225356","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6","1"
"C3714942","OTOFACIOCERVICAL SYNDROME 2","1"
"C0431692","Bilateral renal hypoplasia","2"
"C1609433","Congenital absence of kidneys syndrome","6"
"C1852759","Papillorenal syndrome","1"
"C2608080","RENAL HYPOPLASIA, ISOLATED (disorder)","1"
"C4014925","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7","1"
"C0079661","Klein's Syndrome","1"
"C0599973","Waardenburg Anophthalmia Syndrome","2"
"C1710096","Sinonasal undifferentiated carcinoma","2"
"C1847800","Waardenburg Syndrome Type 1","1"
"C1852510","Craniofacial deafness hand syndrome","1"
"C2677132","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9 (disorder)","1"
"C2751594","LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 1","2"
"C2751595","LEUKEMIA, ACUTE LYMPHOCYTIC, SUSCEPTIBILITY TO, 1","2"
"C2751596","LEUKEMIA, B-CELL ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO","2"
"C0152112","Foster-Kennedy Syndrome","1"
"C0155299","Coloboma of optic disc","4"
"C0338502","Hypoplasia of the optic nerve","1"
"C0344516","Coloboma of lens","4"
"C0549307","Morning glory syndrome","1"
"C1833797","Optic Nerve Hypoplasia, Bilateral","1"
"C1833798","Optic Nerve Aplasia, Bilateral","1"
"C1835698","Keratitis, hereditary","1"
"C1852767","Hereditary macular coloboma","5"
"C2931644","O'Donnell Pappas syndrome","1"
"C3554721","Morning glory anomaly","1"
"C3805349","CATARACTS, CONGENITAL, WITH LATE-ONSET CORNEAL DYSTROPHY","1"
"C3805604","FOVEAL HYPOPLASIA 1","1"
"C4310809","ANTERIOR SEGMENT DYSGENESIS 5","1"
"C1970291","Tooth Agenesis, Selective, 3","1"
"C0034341","Pyruvate Carboxylase Deficiency Disease","1"
"C2931141","Leigh necrotizing encephalopathy due to pyruvate carboxylase deficiency","1"
"C1849700","Hyperphenylalaninemia with primapterinuria","1"
"C0268579","Propionic acidemia","2"
"C0311298","Propionic acidemia, type II","2"
"C2717876","Propionicaciduria","2"
"C0268194","Phosphoenolpyruvate carboxykinase deficiency","2"
"C2931278","Phosphoenolpyruvate carboxykinase 2 deficiency","1"
"C4014676","ATAXIA-TELANGIECTASIA-LIKE DISORDER 2","1"
"C0432246","Microcephalic Osteodysplastic Primordial Dwarfism, Type II","1"
"C1847572","SECKEL SYNDROME 2","2"
"C3502214","Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities","1"
"C3554209","Congenital pontocerebellar hypoplasia type 8","1"
"C1833053","Proprotein Convertase 1 3 Deficiency","1"
"C0003466","Anus, Imperforate","1"
"C0344490","Sacral agenesis","3"
"C0431415","Lumbosacral agenesis","2"
"C1838568","Sacral defect and anterior sacral meningocele","2"
"C1838569","Caudal Dysgenesis Syndrome","2"
"C1837073","Spondylometaphyseal Dysplasia with Cone-Rod Dystrophy","1"
"C1862170","Brachydactyly with hypertension","1"
"C0220659","Acrodysostosis","2"
"C3276228","ACRODYSOSTOSIS 1 WITH OR WITHOUT HORMONE RESISTANCE","2"
"C3553250","ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE","2"
"C3151139","RETINITIS PIGMENTOSA 43","1"
"C2751308","CONE DYSTROPHY 4 (disorder)","0"
"C2751309","Achromatopsia 5","0"
"C2745997","OROFACIODIGITAL SYNDROME VI","6"
"C3150821","RETINITIS PIGMENTOSA 57","1"
"C1864900","Retinal Cone Dystrophy 3A","1"
"C0206647","Dermatofibrosarcoma","1"
"C0334454","Dermatofibrosarcoma Protuberans, Myxoid","1"
"C0334464","Pigmented Dermatofibrosarcoma Protuberans (Bednar Tumor)","1"
"C0393590","Fahr's syndrome (disorder)","4"
"C3665732","Metastatic Dermatofibrosarcoma Protuberans","1"
"C3693482","Giant Cell Fibroblastoma","1"
"C3809645","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5","1"
"C0206141","Idiopathic Hypereosinophilic Syndrome","2"
"C0206142","Eosinophilic leukemia","2"
"C0206143","Loeffler's Endocarditis","2"
"C0346421","Chronic eosinophilic leukemia","2"
"C1540912","Hypereosinophilic syndrome","3"
"C4545381","Myeloid and/or lymphoid neoplasm associated with platelet derived growth factor receptor alpha rearrangement","1"
"C1876182","NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2","1"
"C3151107","RETINITIS PIGMENTOSA 40 (disorder)","1"
"C1851585","MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA","1"
"C1866182","Penttinen-Aula syndrome","1"
"C3472621","Myeloid neoplasm with beta-type platelet-derived growth factor receptor gene rearrangement","1"
"C3554321","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4","1"
"C4225270","KOSAKI OVERGROWTH SYNDROME","1"
"C0034345","Pyruvate Dehydrogenase Complex Deficiency Disease","2"
"C0034350","Pyruvate Metabolism, Inborn Errors","1"
"C0751595","Juvenile Pyruvate Dehydrogenase Complex Deficiency Disease","2"
"C0751596","Pyruvate Dehydrogenase Complex Deficiency Disease, Neonatal","2"
"C0751597","Ataxia with Lactic Acidosis, Type I","2"
"C1839413","Pyruvate Dehydrogenase E1 Alpha Deficiency","1"
"C3279841","Pyruvate Dehydrogenase E1-Beta Deficiency","1"
"C3806702","CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6","1"
"C1859728","Coronary Sclerosis, Medial, of Infancy","1"
"C1865343","OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE","1"
"C2750078","Hypophosphatemic Rickets, Autosomal Recessive, 2","1"
"C3809781","Cole disease","1"
"C0151516","Thyroid Hypoplasia","3"
"C0751497","Special Senses Disorders","1"
"C1853250","SPINOCEREBELLAR ATAXIA 23","1"
"C3279564","Osteogenesis Imperfecta, Type VI","1"
"C0268532","Deficiency of prolidase","1"
"C0282527","Infantile Refsum Disease (disorder)","13"
"C1856186","Deafness enamel hypoplasia nail defects","2"
"C1865803","Peroxisome Biogenesis Disorder, Complementation Group 1","1"
"C1865804","Peroxisome Biogenesis Disorder, Complementation Group E","1"
"C1832230","Peroxisome Biogenesis Disorder, Complementation Group 4","1"
"C1832231","Peroxisome Biogenesis Disorder, Complementation Group 6","1"
"C1832232","Peroxisome Biogenesis Disorder, Complementation Group C","1"
"C1849094","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 3","2"
"C3553936","PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER)","1"
"C3553937","PEROXISOME BIOGENESIS DISORDER 4B","1"
"C4225267","HEIMLER SYNDROME 2","1"
"C0034960","Refsum Disease","2"
"C0282529","Chondrodysplasia Punctata, Rhizomelic","1"
"C1720802","Refsum Disease, Phytanoyl-CoA Hydroxylase Deficiency","2"
"C1859133","RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1","1"
"C1866351","Peroxisome Biogenesis Disorder, Complementation Group 11","1"
"C1866352","Peroxisome Biogenesis Disorder, Complementation Group R","1"
"C2749346","Refsum Disease, Adult, 2","1"
"C1864399","Peroxisome Biogenesis Disorder, Complementation Group 7","1"
"C3553947","PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER)","1"
"C3553948","PEROXISOME BIOGENESIS DISORDER 6B","1"
"C1866340","Peroxisome Biogenesis Disorder, Complementation Group 3","1"
"C3550693","PEROXISOME BIOGENESIS DISORDER 3B","1"
"C3553929","PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER)","1"
"C1866259","Peroxisome Biogenesis Disorder, Complementation Group 13","1"
"C1866260","Peroxisome Biogenesis Disorder, Complementation Group H","1"
"C3554000","PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER)","1"
"C3554001","PEROXISOME BIOGENESIS DISORDER 11B","1"
"C1866257","Peroxisome Biogenesis Disorder, Complementation Group K","1"
"C3554004","PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER)","1"
"C0398762","Properdin deficiency disease","1"
"C1839454","PROPERDIN DEFICIENCY, X-LINKED","1"
"C1839455","Properdin Deficiency, Type II","1"
"C1839456","Properdin Deficiency, Type III","1"
"C0268318","Cholestasis of pregnancy","6"
"C3489728","Familial intrahepatic cholestasis of pregnancy","6"
"C3549845","CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 1","1"
"C0017926","Glycogen Storage Disease Type VII","1"
"C3553719","AMYOTROPHIC LATERAL SCLEROSIS 18","1"
"C0014868","Esophagitis","3"
"C0268149","Glycogen storage disease type X","1"
"C0684324","Deficiency of phosphoglycerate kinase","1"
"C1970848","Phosphoglycerate Kinase 1 Deficiency","1"
"C2752015","Glycogen Storage Disease XIV","1"
"C4014371","IMMUNODEFICIENCY 23","1"
"C1849699","Progesterone Resistance","1"
"C0027609","Neonatal Abstinence Syndrome","1"
"C2677101","Inflammatory Bowel Disease 13","1"
"C0022354","Jaundice, Obstructive","1"
"C1865643","Cholestasis, progressive familial intrahepatic 3","1"
"C2609268","Low phospholipid-associated cholelithiasis","1"
"C3554241","CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3","1"
"C1835845","Mitochondrial Phosphate Carrier Deficiency","1"
"C0027709","Nephrocalcinosis","3"
"C1845151","Glycogen Storage Disease, Type IXD","2"
"C1844412","Liver Glycogenosis, X-Linked, Type II","1"
"C2748941","Glycogen Storage Disease, Type IXA2","1"
"C2751643","Glycogen Storage Disease IXC","2"
"C3694531","GLYCOGEN STORAGE DISEASE IXa1","1"
"C0543514","Glycogen Storage Disease IXB","1"
"C2749345","Refsum Disease, Adult, 1","1"
"C0030328","Panniculitis, Nodular Nonsuppurative","1"
"C0039841","Thiamine Deficiency","1"
"C0221757","alpha 1-Antitrypsin Deficiency","1"
"C3501835","alpha-1-Antitrypsin Deficiency, Autosomal Recessive","1"
"C3150704","DEAFNESS, AUTOSOMAL RECESSIVE 91","1"
"C1858680","Familial encephalopathy with neuroserpin inclusion bodies","1"
"C0019050","Hemoglobinuria, Paroxysmal","2"
"C0024790","Paroxysmal nocturnal hemoglobinuria","2"
"C0086774","Cold paroxysmal hemoglobinuria","2"
"C3275508","MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2","1"
"C3806670","PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 1","1"
"C0341823","Epithelial tumor of ovary","1"
"C0431391","Hemimegalencephaly","2"
"C1865285","Megalencephaly cutis marmorata telangiectatica congenita","1"
"C2752042","Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi","1"
"C3554518","COWDEN SYNDROME 5","1"
"C0034186","Pyelonephritis","1"
"C1704315","Pyelonephritis acute necrotizing","1"
"C3714976","ACTIVATED PI3K-DELTA SYNDROME","3"
"C0878684","SHORT syndrome","1"
"C3554689","AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE","1"
"C4014934","IMMUNODEFICIENCY 36","1"
"C4012727","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1","1"
"C1845668","Perisylvian syndrome","3"
"C4225295","POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS","1"
"C1851100","LAURIN-SANDROW SYNDROME","2"
"C1861313","Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly","1"
"C1842031","IRIDOGONIODYSGENESIS, TYPE 2","1"
"C1867155","RING DERMOID OF CORNEA","1"
"C1864567","CATARACT, POSTERIOR POLAR, 4 (disorder)","1"
"C1970386","Cataract, Posterior Polar, 4, With Microphthalmia And Neurodevelopmental Abnormalities","1"
"C3808029","CATARACT 11 WITH MICROPHTHALMIA AND NEURODEVELOPMENTAL ABNORMALITIES","1"
"C4305131","Cataract glaucoma syndrome","1"
"C1838327","Polycystic kidneys, severe infantile with tuberous sclerosis","2"
"C1868148","Potter Type III Polycystic Kidney Disease","1"
"C3149841","POLYCYSTIC KIDNEY DISEASE 1","1"
"C0340968","Deficiency of pyruvate kinase","1"
"C1863224","Adenosine Triphosphate, Elevated, Of Erythrocytes","1"
"C0009714","Hepatic Fibrosis, Congenital","2"
"C0162510","Caroli Disease","1"
"C1833541","Caroli disease isolated","1"
"C1858302","Ectodermal dysplasia/ skin fragility syndrome","1"
"C1836906","Arrhythmogenic Right Ventricular Dysplasia, Familial, 9","1"
"C4302263","Cryptogenic multifocal ulcerous stenosing enteritis","1"
"C1856718","Fleck Retina, Familial Benign","0"
"C0334475","Lipoblastomatosis","1"
"C1260965","Lipoblastoma","1"
"C1519176","Salivary Gland Pleomorphic Adenoma","2"
"C0007177","Cardiac Tamponade","1"
"C0007781","Intracranial Embolism and Thrombosis","2"
"C0025309","Meningoencephalitis","1"
"C0031039","Pericardial effusion","2"
"C0037926","Compression of spinal cord","3"
"C0085307","Embolism and Thrombosis","1"
"C0149649","Cholesterol Embolism","2"
"C0242426","Chylopericardium","2"
"C0265110","Cerebral Vasospasm","5"
"C0423682","Low Back Pain, Mechanical","2"
"C0475059","Subdural Hematoma, Traumatic","1"
"C0742803","Conus Medullaris Syndrome","3"
"C0750949","Vertebrogenic Pain Syndrome","1"
"C0751895","Vasospasm, Intracranial","5"
"C0877855","Cerebral Embolism and Thrombosis","2"
"C2676721","Thrombophilia, Familial, Due To Decreased Release Of Tissue Plasminogen Activator","1"
"C2676722","Hyperfibrinolysis, Familial, Due To Increased Release Of Tissue Plasminogen Activator","1"
"C0018814","Heart Rupture, Post-Infarction","1"
"C1866423","Quebec platelet disorder","1"
"C3553404","AURICULOCONDYLAR SYNDROME 2","1"
"C0263532","Leukonychia punctata","1"
"C3276977","LEUKONYCHIA STRIATUS","1"
"C3280914","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3","1"
"C3553961","AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED","1"
"C1859330","Cardiac Valvular Defect, Developmental","1"
"C0276357","Swine influenza","1"
"C0432317","Epidermolysis bullosa simplex, Ogna type","1"
"C2931072","Epidermolysa bullosa simplex and limb girdle muscular dystrophy","1"
"C3150989","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q","1"
"C4225309","EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY","1"
"C0398621","Hypoplasminogenemia","1"
"C1274789","Ligneous conjunctivitis","1"
"C1968804","Plasminogen Deficiency, Type I","1"
"C4225445","PLASMINOGEN DEFICIENCY, TYPE II","1"
"C2752081","ALPHA-2-PLASMIN INHIBITOR DEFICIENCY","1"
"C3489734","Anti-plasmin deficiency, congenital","1"
"C3151268","LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 4","1"
"C1835928","CARDIOMYOPATHY, DILATED, 1P","1"
"C3151265","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18","1"
"C0268342","Ehlers-Danlos syndrome type 6","1"
"C2936777","Nevo syndrome (disorder)","1"
"C0432253","Bruck syndrome","2"
"C1836602","Bruck syndrome 2","2"
"C1850168","Bruck syndrome 1","2"
"C1839264","SPASTIC PARAPLEGIA 2, X-LINKED (disorder)","1"
"C0349653","Congenital disorder of glycosylation type 1A","1"
"C0014550","Myoclonic Epilepsy","7"
"C0018378","Guillain-Barre Syndrome","1"
"C0023944","Locked-In Syndrome","1"
"C0034372","Quadriplegia","1"
"C0338478","Idiopathic Myoclonic Epilepsy","7"
"C0338479","Symptomatic Myoclonic Epilepsy","7"
"C0393695","Early Childhood Epilepsy, Myoclonic","7"
"C0393703","Myoclonic Absence Epilepsy","7"
"C0393814","Hereditary liability to pressure palsies","1"
"C0426970","Spastic Quadriplegia","1"
"C0438414","Myoclonic Encephalopathy","7"
"C0751120","Benign Infantile Myoclonic Epilepsy","7"
"C0751460","Flaccid Quadriplegia","1"
"C0751461","Paralysis, Spinal, Quadriplegic","1"
"C0917800","Epilepsy, Myoclonic, Infantile","9"
"C1861669","Charcot-Marie-Tooth disease and deafness","1"
"C2931686","Charcot-Marie-Tooth disease, Type 1E","1"
"C3495591","Charcot-Marie-Tooth Disease, Demyelinating, Type 1e","1"
"C3542501","Acute inflammatory demyelinating polyneuropathy","1"
"C4083008","Guillain-Barre Syndrome, Familial","1"
"C0751589","Cancer, Supratentorial","1"
"C1838333","COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4","1"
"C0035353","Congenital retrognathism","1"
"C0268241","Pancreatic colipase deficiency","1"
"C3280527","PANCREATIC LIPASE DEFICIENCY","1"
"C3280528","COLIPASE, CONGENITAL ABSENCE OF PANCREATIC","1"
"C3280529","LIPASE AND COLIPASE, DEFICIENCY OF","1"
"C3280530","LIPASE AND COLIPASE, CONGENITAL ABSENCE OF PANCREATIC","1"
"C4510873","Atypical juvenile parkinsonism","3"
"C0796250","PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME","2"
"C1845050","PIGMENTARY DISORDER, RETICULATE, WITH SYSTEMIC MANIFESTATIONS","1"
"C2936859","N syndrome","1"
"C0023787","Lipodystrophy","4"
"C3715192","ANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME","1"
"C3554576","FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE","1"
"C0004712","Balo's Concentric Sclerosis","1"
"C0007795","Diffuse Cerebral Sclerosis of Schilder","1"
"C0205710","Alpers Syndrome (disorder)","1"
"C1843851","Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis","1"
"C1843852","SPINOCEREBELLAR ATAXIA WITH EPILEPSY","1"
"C1850303","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE","2"
"C3150914","MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE)","1"
"C4225153","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1","1"
"C4225409","EPILEPSY, PROGRESSIVE MYOCLONIC, 5, FORMERLY","1"
"C4225440","EPILEPSY, PROGRESSIVE MYOCLONIC, WITH SENSORY ATAXIC NEUROPATHY","1"
"C0432328","Xeroderma pigmentosum, variant form","1"
"C1848410","Xeroderma pigmentosum, variant type","1"
"C0001231","ACTH Syndrome, Ectopic","1"
"C0003868","Arthritis, Gouty","1"
"C0007789","Cerebral Palsy","1"
"C0015469","Facial paralysis","1"
"C0020488","Hypernatremia","1"
"C0023882","Little's Disease","1"
"C0035411","Rhabdomyoma","1"
"C0154695","Diplegic Infantile Cerebral Palsy","1"
"C0154697","Cerebral Palsy, Quadriplegic, Infantile","1"
"C0154698","Monoplegic Infantile Cerebral Palsy","1"
"C0221406","Pituitary-dependent Cushing's disease","4"
"C0270742","Athetoid cerebral palsy","1"
"C0270807","Monoplegic Cerebral Palsy","1"
"C0338596","Spastic cerebral palsy","1"
"C0340375","Subaortic stenosis","1"
"C0393626","Opsoclonus-Myoclonus Syndrome","1"
"C0394003","Cerebral Palsy, Dystonic-Rigid","1"
"C0394007","Cerebral Palsy, Atonic","1"
"C0553730","Calcium pyrophosphate deposition disease","2"
"C0553767","Congenital Cerebral Palsy","1"
"C0574960","Sacroiliitis","1"
"C0751024","Cerebral Palsy, Mixed","1"
"C0751025","Cerebral Palsy, Rolandic Type","1"
"C0751220","Inappropriate ACTH Secretion Syndrome","3"
"C1096154","Kinsbourne Syndrome","1"
"C1721017","Paraneoplastic Opsoclonus-Myoclonus Ataxia","1"
"C1857854","Proopiomelanocortin Deficiency","1"
"C2936444","Pyogenic Sacroiliitis","1"
"C2936445","Septic Sacroiliitis","1"
"C0019112","Hemorrhoids","1"
"C0282550","Persian Gulf Syndrome","1"
"C3150099","ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS","1"
"C0013338","Pituitary dwarfism","1"
"C1865366","Deafness, Autosomal Dominant 15","1"
"C2931618","Gestational trophoblastic disease","2"
"C0085278","Antiphospholipid Syndrome","1"
"C1836302","Carotid Intimal Medial Thickness 1","1"
"C0268233","GALACTOSIALIDOSIS","1"
"C1850169","OSTEOGENESIS IMPERFECTA, TYPE IX (disorder)","1"
"C1848030","Hypotonia-Cystinuria Syndrome","4"
"C4304537","2p21 microdeletion syndrome","4"
"C0162532","Variegate Porphyria","1"
"C3149848","VARIEGATE PORPHYRIA, HOMOZYGOUS VARIANT","1"
"C4479577","NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2","1"
"C3544205","Ovarian clear cell carcinoma","3"
"C4225352","MENTAL RETARDATION, AUTOSOMAL DOMINANT 36","1"
"C0338106","Adenocarcinoma of colon","2"
"C1858501","Spinocerebellar Ataxia 12","1"
"C4225354","MENTAL RETARDATION, AUTOSOMAL DOMINANT 35","1"
"C4540199","EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD","1"
