"gene","ID","Name"
"P2RY8","C0023452","Childhood Acute Lymphoblastic Leukemia"
"DUX4","C0023452","Childhood Acute Lymphoblastic Leukemia"
"ADCY7","C0023467","Leukemia, Myelocytic, Acute"
"ANXA2","C0023467","Leukemia, Myelocytic, Acute"
"ANXA4","C0023467","Leukemia, Myelocytic, Acute"
"ANXA5","C0023467","Leukemia, Myelocytic, Acute"
"ANXA6","C0023467","Leukemia, Myelocytic, Acute"
"FAS","C0023467","Leukemia, Myelocytic, Acute"
"AQP9","C0023467","Leukemia, Myelocytic, Acute"
"ATP1B1","C0023467","Leukemia, Myelocytic, Acute"
"BCL2","C0023467","Leukemia, Myelocytic, Acute"
"CAPG","C0023467","Leukemia, Myelocytic, Acute"
"CAPN2","C0023467","Leukemia, Myelocytic, Acute"
"CASP7","C0023467","Leukemia, Myelocytic, Acute"
"RUNX1","C0023467","Leukemia, Myelocytic, Acute"
"RUNX1T1","C0023467","Leukemia, Myelocytic, Acute"
"RUNX3","C0023467","Leukemia, Myelocytic, Acute"
"CBFB","C0023467","Leukemia, Myelocytic, Acute"
"CBL","C0023467","Leukemia, Myelocytic, Acute"
"CBLB","C0023467","Leukemia, Myelocytic, Acute"
"CCND2","C0023467","Leukemia, Myelocytic, Acute"
"CD9","C0023467","Leukemia, Myelocytic, Acute"
"CD33","C0023467","Leukemia, Myelocytic, Acute"
"CD44","C0023467","Leukemia, Myelocytic, Acute"
"CDK6","C0023467","Leukemia, Myelocytic, Acute"
"CEBPA","C0023467","Leukemia, Myelocytic, Acute"
"CEBPD","C0023467","Leukemia, Myelocytic, Acute"
"CNR2","C0023467","Leukemia, Myelocytic, Acute"
"CREBBP","C0023467","Leukemia, Myelocytic, Acute"
"CSF1R","C0023467","Leukemia, Myelocytic, Acute"
"CSF2","C0023467","Leukemia, Myelocytic, Acute"
"CSF3","C0023467","Leukemia, Myelocytic, Acute"
"CSF3R","C0023467","Leukemia, Myelocytic, Acute"
"CST3","C0023467","Leukemia, Myelocytic, Acute"
"CTNNA1","C0023467","Leukemia, Myelocytic, Acute"
"CTSH","C0023467","Leukemia, Myelocytic, Acute"
"CTSZ","C0023467","Leukemia, Myelocytic, Acute"
"CUX1","C0023467","Leukemia, Myelocytic, Acute"
"DAPK1","C0023467","Leukemia, Myelocytic, Acute"
"DHX15","C0023467","Leukemia, Myelocytic, Acute"
"DNMT3A","C0023467","Leukemia, Myelocytic, Acute"
"GPR183","C0023467","Leukemia, Myelocytic, Acute"
"LPAR1","C0023467","Leukemia, Myelocytic, Acute"
"EIF4EBP1","C0023467","Leukemia, Myelocytic, Acute"
"ENO2","C0023467","Leukemia, Myelocytic, Acute"
"EP300","C0023467","Leukemia, Myelocytic, Acute"
"ERG","C0023467","Leukemia, Myelocytic, Acute"
"ETV6","C0023467","Leukemia, Myelocytic, Acute"
"FANCA","C0023467","Leukemia, Myelocytic, Acute"
"FANCC","C0023467","Leukemia, Myelocytic, Acute"
"FANCD2","C0023467","Leukemia, Myelocytic, Acute"
"FANCE","C0023467","Leukemia, Myelocytic, Acute"
"FANCF","C0023467","Leukemia, Myelocytic, Acute"
"FANCG","C0023467","Leukemia, Myelocytic, Acute"
"FHL2","C0023467","Leukemia, Myelocytic, Acute"
"FOXO1","C0023467","Leukemia, Myelocytic, Acute"
"FLT3","C0023467","Leukemia, Myelocytic, Acute"
"GATA2","C0023467","Leukemia, Myelocytic, Acute"
"GFI1","C0023467","Leukemia, Myelocytic, Acute"
"GTF2I","C0023467","Leukemia, Myelocytic, Acute"
"H1F0","C0023467","Leukemia, Myelocytic, Acute"
"HIST1H1C","C0023467","Leukemia, Myelocytic, Acute"
"HGF","C0023467","Leukemia, Myelocytic, Acute"
"HOXA9","C0023467","Leukemia, Myelocytic, Acute"
"HRAS","C0023467","Leukemia, Myelocytic, Acute"
"HSPB1","C0023467","Leukemia, Myelocytic, Acute"
"ID2","C0023467","Leukemia, Myelocytic, Acute"
"IDH1","C0023467","Leukemia, Myelocytic, Acute"
"IDH2","C0023467","Leukemia, Myelocytic, Acute"
"JAK1","C0023467","Leukemia, Myelocytic, Acute"
"JAK2","C0023467","Leukemia, Myelocytic, Acute"
"KIT","C0023467","Leukemia, Myelocytic, Acute"
"KRAS","C0023467","Leukemia, Myelocytic, Acute"
"LYL1","C0023467","Leukemia, Myelocytic, Acute"
"MET","C0023467","Leukemia, Myelocytic, Acute"
"KMT2A","C0023467","Leukemia, Myelocytic, Acute"
"MN1","C0023467","Leukemia, Myelocytic, Acute"
"MX1","C0023467","Leukemia, Myelocytic, Acute"
"MYC","C0023467","Leukemia, Myelocytic, Acute"
"MYH11","C0023467","Leukemia, Myelocytic, Acute"
"NF1","C0023467","Leukemia, Myelocytic, Acute"
"NOTCH2","C0023467","Leukemia, Myelocytic, Acute"
"NPM1","C0023467","Leukemia, Myelocytic, Acute"
"NRAS","C0023467","Leukemia, Myelocytic, Acute"
"NUP98","C0023467","Leukemia, Myelocytic, Acute"
"PDE4B","C0023467","Leukemia, Myelocytic, Acute"
"POU4F1","C0023467","Leukemia, Myelocytic, Acute"
"PTPN11","C0023467","Leukemia, Myelocytic, Acute"
"RAD21","C0023467","Leukemia, Myelocytic, Acute"
"RGS2","C0023467","Leukemia, Myelocytic, Acute"
"S100A8","C0023467","Leukemia, Myelocytic, Acute"
"S100A10","C0023467","Leukemia, Myelocytic, Acute"
"SGK1","C0023467","Leukemia, Myelocytic, Acute"
"SPARC","C0023467","Leukemia, Myelocytic, Acute"
"SPI1","C0023467","Leukemia, Myelocytic, Acute"
"STAT3","C0023467","Leukemia, Myelocytic, Acute"
"SVIL","C0023467","Leukemia, Myelocytic, Acute"
"TCEA2","C0023467","Leukemia, Myelocytic, Acute"
"TP53","C0023467","Leukemia, Myelocytic, Acute"
"TRH","C0023467","Leukemia, Myelocytic, Acute"
"TRIO","C0023467","Leukemia, Myelocytic, Acute"
"TSC2","C0023467","Leukemia, Myelocytic, Acute"
"TUBB2A","C0023467","Leukemia, Myelocytic, Acute"
"U2AF1","C0023467","Leukemia, Myelocytic, Acute"
"WT1","C0023467","Leukemia, Myelocytic, Acute"
"PXDN","C0023467","Leukemia, Myelocytic, Acute"
"ASMTL","C0023467","Leukemia, Myelocytic, Acute"
"TNFSF10","C0023467","Leukemia, Myelocytic, Acute"
"DLEU2","C0023467","Leukemia, Myelocytic, Acute"
"SYNGR1","C0023467","Leukemia, Myelocytic, Acute"
"SH2B3","C0023467","Leukemia, Myelocytic, Acute"
"RASGRP1","C0023467","Leukemia, Myelocytic, Acute"
"IFI30","C0023467","Leukemia, Myelocytic, Acute"
"GAS2L1","C0023467","Leukemia, Myelocytic, Acute"
"SEPT9","C0023467","Leukemia, Myelocytic, Acute"
"EHMT2","C0023467","Leukemia, Myelocytic, Acute"
"PIM2","C0023467","Leukemia, Myelocytic, Acute"
"PTPRT","C0023467","Leukemia, Myelocytic, Acute"
"PSIP1","C0023467","Leukemia, Myelocytic, Acute"
"VSIG4","C0023467","Leukemia, Myelocytic, Acute"
"ARHGAP26","C0023467","Leukemia, Myelocytic, Acute"
"SF3B1","C0023467","Leukemia, Myelocytic, Acute"
"CBLC","C0023467","Leukemia, Myelocytic, Acute"
"SETBP1","C0023467","Leukemia, Myelocytic, Acute"
"SETD2","C0023467","Leukemia, Myelocytic, Acute"
"EHD3","C0023467","Leukemia, Myelocytic, Acute"
"SBDS","C0023467","Leukemia, Myelocytic, Acute"
"ZBTB7A","C0023467","Leukemia, Myelocytic, Acute"
"CHMP5","C0023467","Leukemia, Myelocytic, Acute"
"FXYD6","C0023467","Leukemia, Myelocytic, Acute"
"TET2","C0023467","Leukemia, Myelocytic, Acute"
"BCOR","C0023467","Leukemia, Myelocytic, Acute"
"ASXL2","C0023467","Leukemia, Myelocytic, Acute"
"ENAH","C0023467","Leukemia, Myelocytic, Acute"
"KMT2C","C0023467","Leukemia, Myelocytic, Acute"
"BACH2","C0023467","Leukemia, Myelocytic, Acute"
"PALB2","C0023467","Leukemia, Myelocytic, Acute"
"BAALC","C0023467","Leukemia, Myelocytic, Acute"
"VOPP1","C0023467","Leukemia, Myelocytic, Acute"
"SPRY4","C0023467","Leukemia, Myelocytic, Acute"
"BRIP1","C0023467","Leukemia, Myelocytic, Acute"
"GCOM2","C0023467","Leukemia, Myelocytic, Acute"
"AGRN","C0023467","Leukemia, Myelocytic, Acute"
"ABL1","C0023473","Myeloid Leukemia, Chronic"
"ALOX5","C0023473","Myeloid Leukemia, Chronic"
"BIRC5","C0023473","Myeloid Leukemia, Chronic"
"ARNTL","C0023473","Myeloid Leukemia, Chronic"
"BCR","C0023473","Myeloid Leukemia, Chronic"
"BRAF","C0023473","Myeloid Leukemia, Chronic"
"CA9","C0023473","Myeloid Leukemia, Chronic"
"RUNX1","C0023473","Myeloid Leukemia, Chronic"
"CRY1","C0023473","Myeloid Leukemia, Chronic"
"CRY2","C0023473","Myeloid Leukemia, Chronic"
"MAPK14","C0023473","Myeloid Leukemia, Chronic"
"CSF3R","C0023473","Myeloid Leukemia, Chronic"
"GSTP1","C0023473","Myeloid Leukemia, Chronic"
"HMMR","C0023473","Myeloid Leukemia, Chronic"
"HSPA5","C0023473","Myeloid Leukemia, Chronic"
"IFNA2","C0023473","Myeloid Leukemia, Chronic"
"JAK2","C0023473","Myeloid Leukemia, Chronic"
"NRAS","C0023473","Myeloid Leukemia, Chronic"
"PER1","C0023473","Myeloid Leukemia, Chronic"
"PRTN3","C0023473","Myeloid Leukemia, Chronic"
"TERT","C0023473","Myeloid Leukemia, Chronic"
"WT1","C0023473","Myeloid Leukemia, Chronic"
"PER3","C0023473","Myeloid Leukemia, Chronic"
"PER2","C0023473","Myeloid Leukemia, Chronic"
"PRAME","C0023473","Myeloid Leukemia, Chronic"
"SETBP1","C0023473","Myeloid Leukemia, Chronic"
"ETNK1","C0023473","Myeloid Leukemia, Chronic"
"ASXL1","C0023473","Myeloid Leukemia, Chronic"
"PARP1","C0025202","melanoma"
"AKT1","C0025202","melanoma"
"ALK","C0025202","melanoma"
"APEX1","C0025202","melanoma"
"FASLG","C0025202","melanoma"
"ARNT","C0025202","melanoma"
"ASIP","C0025202","melanoma"
"ATM","C0025202","melanoma"
"CCND1","C0025202","melanoma"
"BRAF","C0025202","melanoma"
"BRCA2","C0025202","melanoma"
"CAPN1","C0025202","melanoma"
"CASP8","C0025202","melanoma"
"CASP10","C0025202","melanoma"
"CDK2","C0025202","melanoma"
"CDK4","C0025202","melanoma"
"CDKN1C","C0025202","melanoma"
"CDKN2A","C0025202","melanoma"
"CLU","C0025202","melanoma"
"CSF2","C0025202","melanoma"
"CSF3","C0025202","melanoma"
"CTH","C0025202","melanoma"
"CTLA4","C0025202","melanoma"
"CTNNB1","C0025202","melanoma"
"CUX1","C0025202","melanoma"
"DDB2","C0025202","melanoma"
"E2F1","C0025202","melanoma"
"EP300","C0025202","melanoma"
"EPO","C0025202","melanoma"
"EPOR","C0025202","melanoma"
"ERBB4","C0025202","melanoma"
"ERCC1","C0025202","melanoma"
"ERCC2","C0025202","melanoma"
"ERCC3","C0025202","melanoma"
"ERCC4","C0025202","melanoma"
"ERCC5","C0025202","melanoma"
"PTK2B","C0025202","melanoma"
"FASN","C0025202","melanoma"
"MLANA","C0025202","melanoma"
"FLT1","C0025202","melanoma"
"GLO1","C0025202","melanoma"
"GNA11","C0025202","melanoma"
"GNAQ","C0025202","melanoma"
"GRIN2A","C0025202","melanoma"
"GRM3","C0025202","melanoma"
"HRAS","C0025202","melanoma"
"HSPA1A","C0025202","melanoma"
"TNC","C0025202","melanoma"
"IFNA1","C0025202","melanoma"
"IFNA2","C0025202","melanoma"
"IFNB1","C0025202","melanoma"
"IFNG","C0025202","melanoma"
"IL2","C0025202","melanoma"
"KIT","C0025202","melanoma"
"KLRB1","C0025202","melanoma"
"LGALS3","C0025202","melanoma"
"MAGEA1","C0025202","melanoma"
"MC1R","C0025202","melanoma"
"MDM2","C0025202","melanoma"
"MAP3K5","C0025202","melanoma"
"MELTF","C0025202","melanoma"
"MITF","C0025202","melanoma"
"MAP3K9","C0025202","melanoma"
"MMP8","C0025202","melanoma"
"MTAP","C0025202","melanoma"
"MX2","C0025202","melanoma"
"NF1","C0025202","melanoma"
"NF2","C0025202","melanoma"
"NRAS","C0025202","melanoma"
"PAK1","C0025202","melanoma"
"PAX4","C0025202","melanoma"
"PDCD1","C0025202","melanoma"
"PDGFRA","C0025202","melanoma"
"PIK3CA","C0025202","melanoma"
"POMC","C0025202","melanoma"
"PPARG","C0025202","melanoma"
"PPP6C","C0025202","melanoma"
"MAP2K1","C0025202","melanoma"
"MAP2K2","C0025202","melanoma"
"PTEN","C0025202","melanoma"
"PTGS2","C0025202","melanoma"
"PTPRK","C0025202","melanoma"
"RAC1","C0025202","melanoma"
"RAF1","C0025202","melanoma"
"RAP1GAP","C0025202","melanoma"
"RASA2","C0025202","melanoma"
"RET","C0025202","melanoma"
"ROS1","C0025202","melanoma"
"RPS3","C0025202","melanoma"
"SDHD","C0025202","melanoma"
"PMEL","C0025202","melanoma"
"SIPA1","C0025202","melanoma"
"SLC5A5","C0025202","melanoma"
"AURKA","C0025202","melanoma"
"STK11","C0025202","melanoma"
"SYK","C0025202","melanoma"
"PRDX2","C0025202","melanoma"
"TERT","C0025202","melanoma"
"TLR4","C0025202","melanoma"
"TNF","C0025202","melanoma"
"TP53","C0025202","melanoma"
"TYR","C0025202","melanoma"
"TYRP1","C0025202","melanoma"
"VEGFC","C0025202","melanoma"
"XPA","C0025202","melanoma"
"XPC","C0025202","melanoma"
"XRCC3","C0025202","melanoma"
"TFPI2","C0025202","melanoma"
"TRRAP","C0025202","melanoma"
"BAP1","C0025202","melanoma"
"GDF15","C0025202","melanoma"
"RIN1","C0025202","melanoma"
"GAB2","C0025202","melanoma"
"SETDB1","C0025202","melanoma"
"MAGEC1","C0025202","melanoma"
"AKT3","C0025202","melanoma"
"HDAC6","C0025202","melanoma"
"NDRG1","C0025202","melanoma"
"HOXB13","C0025202","melanoma"
"HPSE","C0025202","melanoma"
"KLRK1","C0025202","melanoma"
"SUZ12","C0025202","melanoma"
"PRAME","C0025202","melanoma"
"QPCT","C0025202","melanoma"
"POT1","C0025202","melanoma"
"PHGDH","C0025202","melanoma"
"SLC45A2","C0025202","melanoma"
"STX17","C0025202","melanoma"
"TNFRSF19","C0025202","melanoma"
"LXN","C0025202","melanoma"
"WFDC1","C0025202","melanoma"
"FTO","C0025202","melanoma"
"FAT4","C0025202","melanoma"
"BATF2","C0025202","melanoma"
"ABCB5","C0025202","melanoma"
"MIR340","C0025202","melanoma"
"ACACB","C0028754","Obesity disease"
"ACADM","C0028754","Obesity disease"
"ACHE","C0028754","Obesity disease"
"ACLY","C0028754","Obesity disease"
"ACP5","C0028754","Obesity disease"
"ADCY3","C0028754","Obesity disease"
"ADH1B","C0028754","Obesity disease"
"PARP1","C0028754","Obesity disease"
"ADRB1","C0028754","Obesity disease"
"ADRB2","C0028754","Obesity disease"
"ADRB3","C0028754","Obesity disease"
"AGRP","C0028754","Obesity disease"
"AHR","C0028754","Obesity disease"
"AKT1","C0028754","Obesity disease"
"APOE","C0028754","Obesity disease"
"AQP7","C0028754","Obesity disease"
"STS","C0028754","Obesity disease"
"ZFHX3","C0028754","Obesity disease"
"BCHE","C0028754","Obesity disease"
"CA3","C0028754","Obesity disease"
"CASP1","C0028754","Obesity disease"
"ENTPD6","C0028754","Obesity disease"
"CEBPA","C0028754","Obesity disease"
"CES1","C0028754","Obesity disease"
"CIDEA","C0028754","Obesity disease"
"CNR1","C0028754","Obesity disease"
"COX7C","C0028754","Obesity disease"
"CPB2","C0028754","Obesity disease"
"CPE","C0028754","Obesity disease"
"CRP","C0028754","Obesity disease"
"CS","C0028754","Obesity disease"
"CTF1","C0028754","Obesity disease"
"CTSS","C0028754","Obesity disease"
"CYB5A","C0028754","Obesity disease"
"CYP1B1","C0028754","Obesity disease"
"CYP2E1","C0028754","Obesity disease"
"DDIT3","C0028754","Obesity disease"
"NQO1","C0028754","Obesity disease"
"DPYD","C0028754","Obesity disease"
"ECHS1","C0028754","Obesity disease"
"EFNB1","C0028754","Obesity disease"
"EP300","C0028754","Obesity disease"
"ESR1","C0028754","Obesity disease"
"ETFDH","C0028754","Obesity disease"
"F2","C0028754","Obesity disease"
"FAAH","C0028754","Obesity disease"
"ACSL1","C0028754","Obesity disease"
"FASN","C0028754","Obesity disease"
"FOXO3","C0028754","Obesity disease"
"FTL","C0028754","Obesity disease"
"GCG","C0028754","Obesity disease"
"GFPT1","C0028754","Obesity disease"
"GH1","C0028754","Obesity disease"
"GLUL","C0028754","Obesity disease"
"GNAS","C0028754","Obesity disease"
"GNB3","C0028754","Obesity disease"
"GPX1","C0028754","Obesity disease"
"GPX3","C0028754","Obesity disease"
"HADH","C0028754","Obesity disease"
"HK2","C0028754","Obesity disease"
"HMGB2","C0028754","Obesity disease"
"HMOX1","C0028754","Obesity disease"
"HOXB5","C0028754","Obesity disease"
"HSD11B1","C0028754","Obesity disease"
"HSPA5","C0028754","Obesity disease"
"HTR2A","C0028754","Obesity disease"
"HTR2C","C0028754","Obesity disease"
"ICAM1","C0028754","Obesity disease"
"IGF2","C0028754","Obesity disease"
"IGFBP2","C0028754","Obesity disease"
"IL6","C0028754","Obesity disease"
"IDO1","C0028754","Obesity disease"
"INS","C0028754","Obesity disease"
"IRS1","C0028754","Obesity disease"
"KCNMA1","C0028754","Obesity disease"
"LBP","C0028754","Obesity disease"
"LDLR","C0028754","Obesity disease"
"LEP","C0028754","Obesity disease"
"LEPR","C0028754","Obesity disease"
"LPL","C0028754","Obesity disease"
"MC4R","C0028754","Obesity disease"
"ME1","C0028754","Obesity disease"
"MMP9","C0028754","Obesity disease"
"ALDH6A1","C0028754","Obesity disease"
"MUT","C0028754","Obesity disease"
"NHLH2","C0028754","Obesity disease"
"NPC1","C0028754","Obesity disease"
"NPY1R","C0028754","Obesity disease"
"NPY5R","C0028754","Obesity disease"
"NTRK2","C0028754","Obesity disease"
"SERPINE1","C0028754","Obesity disease"
"PCK1","C0028754","Obesity disease"
"PCSK1","C0028754","Obesity disease"
"ENPP1","C0028754","Obesity disease"
"PFKFB3","C0028754","Obesity disease"
"PLIN1","C0028754","Obesity disease"
"PMCH","C0028754","Obesity disease"
"POMC","C0028754","Obesity disease"
"PPARA","C0028754","Obesity disease"
"PPARD","C0028754","Obesity disease"
"PPARG","C0028754","Obesity disease"
"PRKAR2B","C0028754","Obesity disease"
"PRKCH","C0028754","Obesity disease"
"PYY","C0028754","Obesity disease"
"PTGS2","C0028754","Obesity disease"
"PTPN1","C0028754","Obesity disease"
"SAT1","C0028754","Obesity disease"
"SIM1","C0028754","Obesity disease"
"SLC22A1","C0028754","Obesity disease"
"SLC22A3","C0028754","Obesity disease"
"SLC22A2","C0028754","Obesity disease"
"SOD1","C0028754","Obesity disease"
"SOD2","C0028754","Obesity disease"
"SREBF1","C0028754","Obesity disease"
"TF","C0028754","Obesity disease"
"TFRC","C0028754","Obesity disease"
"TNF","C0028754","Obesity disease"
"TNFRSF1B","C0028754","Obesity disease"
"UCP1","C0028754","Obesity disease"
"UCP2","C0028754","Obesity disease"
"UCP3","C0028754","Obesity disease"
"UQCRC2","C0028754","Obesity disease"
"VLDLR","C0028754","Obesity disease"
"TRPV1","C0028754","Obesity disease"
"AKAP1","C0028754","Obesity disease"
"NR0B2","C0028754","Obesity disease"
"GAS7","C0028754","Obesity disease"
"AKR1C3","C0028754","Obesity disease"
"SUCLG2","C0028754","Obesity disease"
"SUCLA2","C0028754","Obesity disease"
"NR1I2","C0028754","Obesity disease"
"SLC16A7","C0028754","Obesity disease"
"ADIPOQ","C0028754","Obesity disease"
"CARTPT","C0028754","Obesity disease"
"SDC3","C0028754","Obesity disease"
"NR1I3","C0028754","Obesity disease"
"NAMPT","C0028754","Obesity disease"
"RAPGEF3","C0028754","Obesity disease"
"RAI1","C0028754","Obesity disease"
"ALDH1L1","C0028754","Obesity disease"
"RAB21","C0028754","Obesity disease"
"TBC1D1","C0028754","Obesity disease"
"ZFR2","C0028754","Obesity disease"
"SIRT3","C0028754","Obesity disease"
"SIRT1","C0028754","Obesity disease"
"MTCH2","C0028754","Obesity disease"
"SH2B1","C0028754","Obesity disease"
"FGF21","C0028754","Obesity disease"
"AFF4","C0028754","Obesity disease"
"ZBTB7B","C0028754","Obesity disease"
"ANGPTL4","C0028754","Obesity disease"
"DCXR","C0028754","Obesity disease"
"GHRL","C0028754","Obesity disease"
"CYCS","C0028754","Obesity disease"
"PACS1","C0028754","Obesity disease"
"CYP26B1","C0028754","Obesity disease"
"INPP5E","C0028754","Obesity disease"
"ATPAF1","C0028754","Obesity disease"
"KCTD15","C0028754","Obesity disease"
"FTO","C0028754","Obesity disease"
"NEIL1","C0028754","Obesity disease"
"WNT3A","C0028754","Obesity disease"
"LACTB","C0028754","Obesity disease"
"TMEM18","C0028754","Obesity disease"
"GNPDA2","C0028754","Obesity disease"
"PPARGC1B","C0028754","Obesity disease"
"APCDD1","C0028754","Obesity disease"
"PPM1L","C0028754","Obesity disease"
"ZNF169","C0028754","Obesity disease"
"RMST","C0028754","Obesity disease"
"NEGR1","C0028754","Obesity disease"
"MIR130A","C0028754","Obesity disease"
"MIR130B","C0028754","Obesity disease"
"MIR184","C0028754","Obesity disease"
"MIR21","C0028754","Obesity disease"
"MIR34A","C0028754","Obesity disease"
"ACTG1","C0029456","Osteoporosis"
"ADCY5","C0029456","Osteoporosis"
"ANXA2","C0029456","Osteoporosis"
"ATIC","C0029456","Osteoporosis"
"CA2","C0029456","Osteoporosis"
"CALCR","C0029456","Osteoporosis"
"COL1A1","C0029456","Osteoporosis"
"COL1A2","C0029456","Osteoporosis"
"CYP19A1","C0029456","Osteoporosis"
"CYP24A1","C0029456","Osteoporosis"
"ENO1","C0029456","Osteoporosis"
"FGA","C0029456","Osteoporosis"
"FGB","C0029456","Osteoporosis"
"GAPDH","C0029456","Osteoporosis"
"GPD2","C0029456","Osteoporosis"
"GPX1","C0029456","Osteoporosis"
"GSN","C0029456","Osteoporosis"
"IDH2","C0029456","Osteoporosis"
"IL6","C0029456","Osteoporosis"
"IL6R","C0029456","Osteoporosis"
"LRP5","C0029456","Osteoporosis"
"LTF","C0029456","Osteoporosis"
"PNP","C0029456","Osteoporosis"
"TNFRSF11B","C0029456","Osteoporosis"
"OXCT1","C0029456","Osteoporosis"
"P4HB","C0029456","Osteoporosis"
"PKM","C0029456","Osteoporosis"
"PLEK","C0029456","Osteoporosis"
"POMC","C0029456","Osteoporosis"
"PSMA2","C0029456","Osteoporosis"
"PSMA5","C0029456","Osteoporosis"
"PTH","C0029456","Osteoporosis"
"REN","C0029456","Osteoporosis"
"RSU1","C0029456","Osteoporosis"
"SOD2","C0029456","Osteoporosis"
"TGFB1","C0029456","Osteoporosis"
"TLN1","C0029456","Osteoporosis"
"TPI1","C0029456","Osteoporosis"
"TPM4","C0029456","Osteoporosis"
"U2AF1","C0029456","Osteoporosis"
"VCL","C0029456","Osteoporosis"
"VDR","C0029456","Osteoporosis"
"WNT1","C0029456","Osteoporosis"
"PDLIM4","C0029456","Osteoporosis"
"TNFSF11","C0029456","Osteoporosis"
"KL","C0029456","Osteoporosis"
"WDR1","C0029456","Osteoporosis"
"GPC6","C0029456","Osteoporosis"
"TUBA1B","C0029456","Osteoporosis"
"CAP1","C0029456","Osteoporosis"
"CCT2","C0029456","Osteoporosis"
"PRDX3","C0029456","Osteoporosis"
"PARK7","C0029456","Osteoporosis"
"MGLL","C0029456","Osteoporosis"
"PGLS","C0029456","Osteoporosis"
"ZDHHC13","C0029456","Osteoporosis"
"GORAB","C0029456","Osteoporosis"
"ANTXR2","C0029456","Osteoporosis"
"RAB7B","C0029456","Osteoporosis"
"AKT1","C0029925","Ovarian Carcinoma"
"AKT2","C0029925","Ovarian Carcinoma"
"ATM","C0029925","Ovarian Carcinoma"
"ATR","C0029925","Ovarian Carcinoma"
"BARD1","C0029925","Ovarian Carcinoma"
"BRCA1","C0029925","Ovarian Carcinoma"
"BRAF","C0029925","Ovarian Carcinoma"
"BRCA2","C0029925","Ovarian Carcinoma"
"CCNE1","C0029925","Ovarian Carcinoma"
"CDH1","C0029925","Ovarian Carcinoma"
"CTNNB1","C0029925","Ovarian Carcinoma"
"ERBB2","C0029925","Ovarian Carcinoma"
"ERCC4","C0029925","Ovarian Carcinoma"
"ERCC6","C0029925","Ovarian Carcinoma"
"ESR1","C0029925","Ovarian Carcinoma"
"MSH6","C0029925","Ovarian Carcinoma"
"KRAS","C0029925","Ovarian Carcinoma"
"MLH1","C0029925","Ovarian Carcinoma"
"MSH2","C0029925","Ovarian Carcinoma"
"OPCML","C0029925","Ovarian Carcinoma"
"PIK3CA","C0029925","Ovarian Carcinoma"
"PIK3R1","C0029925","Ovarian Carcinoma"
"PMS1","C0029925","Ovarian Carcinoma"
"PMS2","C0029925","Ovarian Carcinoma"
"MAP2K1","C0029925","Ovarian Carcinoma"
"PTEN","C0029925","Ovarian Carcinoma"
"SMARCA4","C0029925","Ovarian Carcinoma"
"STK11","C0029925","Ovarian Carcinoma"
"TP53","C0029925","Ovarian Carcinoma"
"CHEK2","C0029925","Ovarian Carcinoma"
"RRAS2","C0029925","Ovarian Carcinoma"
"CDK12","C0029925","Ovarian Carcinoma"
"RNF43","C0029925","Ovarian Carcinoma"
"PALB2","C0029925","Ovarian Carcinoma"
"BRIP1","C0029925","Ovarian Carcinoma"
"AIF1","C0030567","Parkinson Disease"
"ATP1A3","C0030567","Parkinson Disease"
"BDNF","C0030567","Parkinson Disease"
"BST1","C0030567","Parkinson Disease"
"LYST","C0030567","Parkinson Disease"
"CP","C0030567","Parkinson Disease"
"CSF1R","C0030567","Parkinson Disease"
"CYP2D6","C0030567","Parkinson Disease"
"CYP2E1","C0030567","Parkinson Disease"
"DCTN1","C0030567","Parkinson Disease"
"DDC","C0030567","Parkinson Disease"
"NQO1","C0030567","Parkinson Disease"
"DRD1","C0030567","Parkinson Disease"
"DRD2","C0030567","Parkinson Disease"
"TOR1A","C0030567","Parkinson Disease"
"EDN1","C0030567","Parkinson Disease"
"EIF4G1","C0030567","Parkinson Disease"
"EPHB4","C0030567","Parkinson Disease"
"FBP1","C0030567","Parkinson Disease"
"FGB","C0030567","Parkinson Disease"
"FTL","C0030567","Parkinson Disease"
"GAK","C0030567","Parkinson Disease"
"GBA","C0030567","Parkinson Disease"
"GCH1","C0030567","Parkinson Disease"
"GDNF","C0030567","Parkinson Disease"
"GFAP","C0030567","Parkinson Disease"
"GNAL","C0030567","Parkinson Disease"
"GPX1","C0030567","Parkinson Disease"
"GRN","C0030567","Parkinson Disease"
"GSTA4","C0030567","Parkinson Disease"
"GSTM1","C0030567","Parkinson Disease"
"GSTP1","C0030567","Parkinson Disease"
"HTT","C0030567","Parkinson Disease"
"HFE","C0030567","Parkinson Disease"
"HGF","C0030567","Parkinson Disease"
"HLA-DRA","C0030567","Parkinson Disease"
"HLA-DRB5","C0030567","Parkinson Disease"
"HMOX1","C0030567","Parkinson Disease"
"HSPA1A","C0030567","Parkinson Disease"
"HSPA9","C0030567","Parkinson Disease"
"IGF1R","C0030567","Parkinson Disease"
"IGF2","C0030567","Parkinson Disease"
"IGF2R","C0030567","Parkinson Disease"
"IL6","C0030567","Parkinson Disease"
"INS","C0030567","Parkinson Disease"
"INSR","C0030567","Parkinson Disease"
"KCNJ4","C0030567","Parkinson Disease"
"MAG","C0030567","Parkinson Disease"
"MAOA","C0030567","Parkinson Disease"
"MAOB","C0030567","Parkinson Disease"
"MAPT","C0030567","Parkinson Disease"
"MAP3K5","C0030567","Parkinson Disease"
"ATXN3","C0030567","Parkinson Disease"
