geneA,geneB
YMR295C,YNL307C
YMR295C,YPL020C
YMR296C,YNL197C
YMR296C,YOR198C
YMR297W,YNL007C
YMR297W,YNL251C
YMR297W,YOL013C
YMR297W,YOL086C
YMR297W,YOR137C
YMR297W,YOR198C
YMR297W,YPL031C
YMR297W,YPL236C
YMR298W,YOR198C
YMR298W,YPL094C
YMR299C,YNL183C
YMR299C,YPL058C
YMR300C,YNL209W
YMR300C,YNL255C
YMR301C,YOR198C
YMR302C,YNL031C
YMR302C,YOR091W
YMR302C,YOR198C
YMR303C,YNL026W
YMR303C,YNL068C
YMR303C,YOL086C
YMR303C,YOL094C
YMR303C,YOR156C
YMR303C,YPL150W
YMR303C,YPR110C
YMR303C,YPR190C
YMR304W,YNL074C
YMR304W,YNL161W
YMR304W,YNL209W
YMR304W,YNL298W
YMR304W,YNL313C
YMR304W,YNL329C
YMR304W,YNR047W
YMR304W,YOR018W
YMR304W,YOR204W
YMR304W,YOR244W
YMR304W,YOR324C
YMR304W,YOR326W
YMR304W,YPL031C
YMR304W,YPL049C
YMR304W,YPR115W
YMR304W,YPR120C
YMR305C,YNL197C
YMR305C,YNL209W
YMR305C,YOR198C
YMR306W,YNL030W
YMR306W,YPR128C
YMR307W,YNL026W
YMR307W,YOR085W
YMR307W,YOR198C
YMR307W,YPL204W
YMR307W,YPL240C
YMR307W,YPR042C
YMR307W,YPR190C
YMR308C,YMR310C
YMR308C,YMR314W
YMR308C,YNL030W
YMR308C,YNL031C
YMR308C,YNL189W
YMR308C,YOL038W
YMR308C,YOL108C
YMR308C,YOL115W
YMR308C,YOL127W
YMR308C,YOR020C
YMR308C,YOR098C
YMR308C,YOR117W
YMR308C,YOR185C
YMR308C,YOR213C
YMR308C,YOR229W
YMR308C,YOR360C
YMR308C,YOR362C
YMR308C,YOR373W
YMR308C,YOR380W
YMR308C,YPL012W
YMR308C,YPL020C
YMR308C,YPL088W
YMR308C,YPL133C
YMR308C,YPL209C
YMR308C,YPR042C
YMR308C,YPR093C
YMR308C,YPR190C
YMR309C,YNL002C
YMR309C,YNL026W
YMR309C,YNL030W
YMR309C,YNL047C
YMR309C,YNL084C
YMR309C,YNL244C
YMR309C,YNR051C
YMR309C,YOL087C
YMR309C,YOR039W
YMR309C,YOR052C
YMR309C,YOR081C
YMR309C,YOR091W
YMR309C,YOR096W
YMR309C,YOR117W
YMR309C,YOR156C
YMR309C,YOR204W
YMR309C,YOR284W
YMR309C,YOR361C
YMR309C,YPL001W
YMR309C,YPL004C
YMR309C,YPL018W
YMR309C,YPL020C
YMR309C,YPL081W
YMR309C,YPL235W
YMR309C,YPL237W
YMR309C,YPL254W
YMR309C,YPR016C
YMR309C,YPR041W
YMR309C,YPR042C
YMR309C,YPR086W
YMR310C,YNL209W
YMR311C,YNL255C
YMR311C,YOL001W
YMR311C,YOR198C
YMR311C,YPL031C
YMR312W,YNL031C
YMR312W,YNL209W
YMR312W,YPL086C
YMR312W,YPL101W
YMR312W,YPR042C
YMR313C,YPL031C
YMR314W,YNL031C
YMR314W,YNL199C
YMR314W,YNL209W
YMR314W,YNL229C
YMR314W,YNL271C
YMR314W,YNR051C
YMR314W,YOL038W
YMR314W,YOR117W
YMR314W,YOR157C
YMR314W,YOR210W
YMR314W,YOR261C
YMR314W,YOR362C
YMR314W,YOR380W
YMR314W,YPL144W
YMR314W,YPR103W
YMR314W,YPR135W
YMR314W,YPR190C
YMR315W,YNL002C
YMR315W,YNL031C
YMR315W,YNL135C
YMR315W,YNL209W
YMR315W,YOR156C
YMR315W,YOR198C
YMR315W,YPR152C
YMR316W,YPL031C
YMR316W,YPR042C
YMR317W,YNL255C
YMR317W,YOL108C
YMR318C,YNL209W
YMR318C,YOR198C
YMR318C,YPL020C
YMR319C,YNL061W
YMR319C,YNL255C
YMR319C,YOR153W
YMR319C,YOR198C
YMR319C,YPL254W
YMR321C,YNL209W
YMR322C,YNL333W
YMR322C,YOR391C
YMR322C,YPL280W
YMR323W,YOR351C
YNL001W,YNL154C
YNL001W,YNL209W
YNL001W,YOL041C
YNL001W,YOR061W
YNL001W,YOR096W
YNL002C,YNL030W
YNL002C,YNL054W-B
YNL002C,YNL055C
YNL002C,YNL061W
YNL002C,YNL067W
YNL002C,YNL069C
YNL002C,YNL096C
YNL002C,YNL110C
YNL002C,YNL112W
YNL002C,YNL132W
YNL002C,YNL175C
YNL002C,YNL178W
YNL002C,YNL182C
YNL002C,YNL186W
YNL002C,YNL209W
YNL002C,YNL255C
YNL002C,YNL284C-B
YNL002C,YNL302C
YNL002C,YNR016C
YNL002C,YNR038W
YNL002C,YNR051C
YNL002C,YNR053C
YNL002C,YNR054C
YNL002C,YOL012C
YNL002C,YOL039W
YNL002C,YOL040C
YNL002C,YOL077C
YNL002C,YOL086C
YNL002C,YOL103W-B
YNL002C,YOL121C
YNL002C,YOL127W
YNL002C,YOR063W
YNL002C,YOR096W
YNL002C,YOR133W
YNL002C,YOR136W
YNL002C,YOR182C
YNL002C,YOR187W
YNL002C,YOR198C
YNL002C,YOR204W
YNL002C,YOR206W
YNL002C,YOR234C
YNL002C,YOR267C
YNL002C,YOR272W
YNL002C,YOR293W
YNL002C,YOR294W
YNL002C,YOR298C-A
YNL002C,YOR310C
YNL002C,YOR312C
YNL002C,YOR361C
YNL002C,YOR369C
YNL002C,YPL012W
YNL002C,YPL036W
YNL002C,YPL043W
YNL002C,YPL081W
YNL002C,YPL090C
YNL002C,YPL093W
YNL002C,YPL106C
YNL002C,YPL131W
YNL002C,YPL141C
YNL002C,YPL143W
YNL002C,YPL146C
YNL002C,YPL198W
YNL002C,YPL211W
YNL002C,YPL217C
YNL002C,YPL220W
YNL002C,YPL226W
YNL002C,YPL231W
YNL002C,YPL240C
YNL002C,YPL249C-A
YNL002C,YPL257W-B
YNL002C,YPR016C
YNL002C,YPR080W
YNL002C,YPR102C
YNL002C,YPR115W
YNL002C,YPR132W
YNL002C,YPR137C-B
YNL002C,YPR143W
YNL002C,YPR144C
YNL002C,YPR158C-D
YNL002C,YPR190C
YNL004W,YNL112W
YNL004W,YNL139C
YNL004W,YNL253W
YNL004W,YNL255C
YNL004W,YNL298W
YNL004W,YOR001W
YNL004W,YOR091W
YNL004W,YOR160W
YNL004W,YPL127C
YNL004W,YPL169C
YNL004W,YPL178W
YNL004W,YPL240C
YNL004W,YPR161C
YNL004W,YPR190C
YNL005C,YNL030W
YNL005C,YNL031C
YNL005C,YNL185C
YNL005C,YNL252C
YNL005C,YNL255C
YNL005C,YNL284C
YNL005C,YOR249C
YNL006W,YNL135C
YNL006W,YNL183C
YNL006W,YNL209W
YNL006W,YOL078W
YNL006W,YOL126C
YNL006W,YOL138C
YNL006W,YOR370C
YNL006W,YPL180W
YNL007C,YNL026W
YNL007C,YNL064C
YNL007C,YNL121C
YNL007C,YNL124W
YNL007C,YNL161W
YNL007C,YNL186W
YNL007C,YNL209W
YNL007C,YNL229C
YNL007C,YNL255C
YNL007C,YNL271C
YNL007C,YNR051C
YNL007C,YOR007C
YNL007C,YOR091W
YNL007C,YPL004C
YNL007C,YPL020C
YNL007C,YPL031C
YNL007C,YPL106C
YNL007C,YPL209C
YNL007C,YPL235W
YNL007C,YPR042C
YNL007C,YPR158W
YNL007C,YPR190C
YNL008C,YNL083W
YNL008C,YNL159C
YNL008C,YNL260C
YNL008C,YOR198C
YNL009W,YOL013C
YNL009W,YOR089C
YNL010W,YNL154C
YNL010W,YNL209W
YNL010W,YNR051C
YNL010W,YOR198C
YNL010W,YPL020C
YNL014W,YNL255C
YNL014W,YOR091W
YNL014W,YOR117W
YNL014W,YOR244W
YNL014W,YPL020C
YNL014W,YPR129W
YNL015W,YNL271C
YNL015W,YOR168W
YNL015W,YPR042C
YNL016W,YNL026W
YNL016W,YNL197C
YNL016W,YNL251C
YNL016W,YNL262W
YNL016W,YOR290C
YNL016W,YPL016W
YNL016W,YPL119C
YNL016W,YPL190C
YNL016W,YPR042C
YNL016W,YPR190C
YNL019C,YOR168W
YNL020C,YNL084C
YNL020C,YNL154C
YNL020C,YNL209W
YNL020C,YNL243W
YNL020C,YNL272C
YNL020C,YOR326W
YNL020C,YPL279C
YNL021W,YOL004W
YNL021W,YOL012C
YNL021W,YOL090W
YNL021W,YOR138C
YNL021W,YPL031C
YNL021W,YPR016C
YNL021W,YPR179C
YNL021W,YPR190C
YNL022C,YNL031C
YNL022C,YNL154C
YNL022C,YNL209W
YNL022C,YNL255C
YNL022C,YNR046W
YNL022C,YOL113W
YNL022C,YOR209C
YNL022C,YPL026C
YNL022C,YPR190C
YNL023C,YNL135C
YNL023C,YNL209W
YNL023C,YOR091W
YNL023C,YOR326W
YNL023C,YPL131W
YNL024C-A,YNL255C
YNL024C-A,YPR042C
YNL024C,YNL255C
YNL024C,YOR093C
YNL024C,YPR047W
YNL025C,YNL094W
YNL025C,YNL236W
YNL025C,YOR140W
YNL025C,YPL031C
YNL025C,YPL042C
YNL025C,YPL248C
YNL026W,YNL037C
YNL026W,YNL052W
YNL026W,YNL055C
YNL026W,YNL061W
YNL026W,YNL064C
YNL026W,YNL069C
YNL026W,YNL070W
YNL026W,YNL071W
YNL026W,YNL079C
YNL026W,YNL084C
YNL026W,YNL096C
YNL026W,YNL100W
YNL026W,YNL104C
YNL026W,YNL112W
YNL026W,YNL117W
YNL026W,YNL121C
YNL026W,YNL131W
YNL026W,YNL134C
YNL026W,YNL135C
YNL026W,YNL160W
YNL026W,YNL178W
YNL026W,YNL208W
YNL026W,YNL209W
YNL026W,YNL301C
YNL026W,YNL302C
YNL026W,YNR001C
YNL026W,YNR016C
YNL026W,YNR034W-A
YNL026W,YOL012C
YNL026W,YOL039W
YNL026W,YOL040C
YNL026W,YOL086C
YNL026W,YOL109W
YNL026W,YOL127W
YNL026W,YOL139C
YNL026W,YOR020C
YNL026W,YOR063W
YNL026W,YOR065W
YNL026W,YOR096W
YNL026W,YOR136W
YNL026W,YOR151C
YNL026W,YOR185C
YNL026W,YOR197W
YNL026W,YOR198C
YNL026W,YOR204W
YNL026W,YOR230W
YNL026W,YOR294W
YNL026W,YOR298C-A
YNL026W,YOR310C
YNL026W,YOR332W
YNL026W,YOR361C
YNL026W,YOR369C
YNL026W,YOR374W
YNL026W,YPL004C
YNL026W,YPL028W
YNL026W,YPL037C
YNL026W,YPL048W
YNL026W,YPL061W
YNL026W,YPL106C
YNL026W,YPL131W
YNL026W,YPL143W
YNL026W,YPL154C
YNL026W,YPL160W
YNL026W,YPL223C
YNL026W,YPL231W
YNL026W,YPL237W
YNL026W,YPL249C-A
YNL026W,YPR016C
YNL026W,YPR028W
YNL026W,YPR033C
YNL026W,YPR052C
YNL026W,YPR074C
YNL026W,YPR129W
YNL026W,YPR160W
YNL026W,YPR163C
YNL026W,YPR187W
YNL026W,YPR191W
YNL027W,YNL030W
YNL027W,YNL154C
YNL027W,YNL209W
YNL027W,YNL307C
YNL027W,YOL001W
YNL027W,YOL100W
YNL027W,YOL128C
YNL027W,YOR360C
YNL027W,YPL031C
YNL027W,YPL141C
YNL027W,YPL204W
YNL027W,YPR042C
YNL027W,YPR106W
YNL029C,YPR041W
YNL029C,YPR124W
YNL030W,YNL031C
YNL030W,YNL039W
YNL030W,YNL088W
YNL030W,YNL123W
YNL030W,YNL132W
YNL030W,YNL151C
YNL030W,YNL157W
YNL030W,YNL167C
YNL030W,YNL206C
YNL030W,YNL212W
YNL030W,YNL216W
YNL030W,YNL242W
YNL030W,YNL246W
YNL030W,YNL248C
YNL030W,YNL252C
YNL030W,YNL255C
YNL030W,YNL261W
YNL030W,YNL284C
YNL030W,YNL290W
YNL030W,YNL295W
YNL030W,YNL298W
YNL030W,YNL308C
YNL030W,YNL312W
YNL030W,YNL330C
YNL030W,YNR003C
YNL030W,YNR010W
YNL030W,YNR016C
YNL030W,YNR023W
YNL030W,YNR051C
YNL030W,YOL004W
YNL030W,YOL006C
YNL030W,YOL010W
YNL030W,YOL012C
YNL030W,YOL054W
YNL030W,YOL094C
YNL030W,YOL095C
YNL030W,YOL115W
YNL030W,YOL123W
YNL030W,YOL135C
YNL030W,YOL139C
YNL030W,YOR025W
YNL030W,YOR039W
YNL030W,YOR051C
YNL030W,YOR058C
YNL030W,YOR061W
YNL030W,YOR064C
YNL030W,YOR113W
YNL030W,YOR116C
YNL030W,YOR123C
YNL030W,YOR142W-B
YNL030W,YOR198C
YNL030W,YOR202W
YNL030W,YOR207C
YNL030W,YOR210W
YNL030W,YOR217W
YNL030W,YOR224C
YNL030W,YOR244W
YNL030W,YOR251C
YNL030W,YOR257W
YNL030W,YOR276W
YNL030W,YOR290C
YNL030W,YOR295W
YNL030W,YOR304W
YNL030W,YOR330C
YNL030W,YOR340C
YNL030W,YOR341W
YNL030W,YOR362C
YNL030W,YPL001W
YNL030W,YPL007C
YNL030W,YPL009C
YNL030W,YPL016W
YNL030W,YPL020C
YNL030W,YPL049C
YNL030W,YPL050C
YNL030W,YPL082C
YNL030W,YPL110C
YNL030W,YPL116W
YNL030W,YPL124W
YNL030W,YPL127C
YNL030W,YPL129W
YNL030W,YPL139C
YNL030W,YPL150W
YNL030W,YPL153C
YNL030W,YPL195W
YNL030W,YPL217C
YNL030W,YPL235W
YNL030W,YPR010C
YNL030W,YPR018W
YNL030W,YPR019W
YNL030W,YPR031W
YNL030W,YPR034W
YNL030W,YPR042C
YNL030W,YPR052C
YNL030W,YPR070W
YNL030W,YPR104C
YNL030W,YPR110C
YNL030W,YPR115W
YNL030W,YPR162C
YNL030W,YPR169W
YNL030W,YPR187W
YNL030W,YPR190C
YNL031C,YNL037C
YNL031C,YNL041C
YNL031C,YNL049C
YNL031C,YNL079C
YNL031C,YNL084C
YNL031C,YNL088W
YNL031C,YNL097C
YNL031C,YNL102W
YNL031C,YNL107W
YNL031C,YNL112W
YNL031C,YNL132W
YNL031C,YNL151C
YNL031C,YNL161W
YNL031C,YNL177C
YNL031C,YNL182C
YNL031C,YNL189W
YNL031C,YNL197C
YNL031C,YNL206C
YNL031C,YNL212W
YNL031C,YNL231C
YNL031C,YNL236W
YNL031C,YNL242W
YNL031C,YNL243W
YNL031C,YNL246W
YNL031C,YNL248C
YNL031C,YNL251C
YNL031C,YNL252C
YNL031C,YNL255C
YNL031C,YNL261W
YNL031C,YNL262W
YNL031C,YNL267W
YNL031C,YNL271C
YNL031C,YNL290W
YNL031C,YNL295W
YNL031C,YNL298W
YNL031C,YNL308C
YNL031C,YNL312W
YNL031C,YNL330C
YNL031C,YNR016C
YNL031C,YNR023W
YNL031C,YNR053C
YNL031C,YOL004W
YNL031C,YOL006C
YNL031C,YOL010W
YNL031C,YOL012C
YNL031C,YOL038W
YNL031C,YOL054W
YNL031C,YOL061W
YNL031C,YOL077C
YNL031C,YOL090W
YNL031C,YOL094C
YNL031C,YOL098C
YNL031C,YOL102C
YNL031C,YOL139C
YNL031C,YOR001W
YNL031C,YOR017W
YNL031C,YOR018W
YNL031C,YOR025W
YNL031C,YOR048C
YNL031C,YOR058C
YNL031C,YOR061W
YNL031C,YOR064C
YNL031C,YOR073W
YNL031C,YOR086C
YNL031C,YOR113W
YNL031C,YOR116C
YNL031C,YOR119C
YNL031C,YOR123C
YNL031C,YOR136W
YNL031C,YOR141C
YNL031C,YOR142W
YNL031C,YOR142W-B
YNL031C,YOR145C
YNL031C,YOR153W
YNL031C,YOR184W
YNL031C,YOR188W
YNL031C,YOR198C
YNL031C,YOR201C
YNL031C,YOR202W
YNL031C,YOR206W
YNL031C,YOR207C
YNL031C,YOR210W
YNL031C,YOR217W
YNL031C,YOR244W
YNL031C,YOR260W
YNL031C,YOR290C
YNL031C,YOR295W
YNL031C,YOR304W
YNL031C,YOR317W
YNL031C,YOR326W
YNL031C,YOR329C
YNL031C,YOR340C
YNL031C,YOR341W
YNL031C,YOR359W
YNL031C,YOR362C
YNL031C,YPL001W
YNL031C,YPL004C
YNL031C,YPL012W
YNL031C,YPL014W
YNL031C,YPL015C
YNL031C,YPL016W
YNL031C,YPL019C
YNL031C,YPL020C
YNL031C,YPL047W
YNL031C,YPL049C
YNL031C,YPL070W
YNL031C,YPL074W
YNL031C,YPL082C
YNL031C,YPL084W
YNL031C,YPL085W
YNL031C,YPL086C
YNL031C,YPL093W
YNL031C,YPL101W
YNL031C,YPL115C
YNL031C,YPL116W
YNL031C,YPL119C
YNL031C,YPL124W
YNL031C,YPL126W
YNL031C,YPL127C
YNL031C,YPL129W
YNL031C,YPL138C
YNL031C,YPL139C
YNL031C,YPL150W
YNL031C,YPL153C
YNL031C,YPL181W
YNL031C,YPL206C
YNL031C,YPL209C
YNL031C,YPL217C
YNL031C,YPL226W
YNL031C,YPL266W
YNL031C,YPR010C
YNL031C,YPR016C
YNL031C,YPR018W
YNL031C,YPR019W
YNL031C,YPR023C
YNL031C,YPR029C
YNL031C,YPR031W
YNL031C,YPR034W
YNL031C,YPR042C
YNL031C,YPR052C
YNL031C,YPR070W
YNL031C,YPR081C
YNL031C,YPR089W
YNL031C,YPR104C
YNL031C,YPR105C
YNL031C,YPR110C
YNL031C,YPR144C
YNL031C,YPR190C
YNL032W,YNL056W
YNL032W,YNL093W
YNL032W,YNL099C
YNL032W,YNL255C
YNL033W,YNL154C
YNL034W,YNL154C
YNL035C,YNL209W
YNL036W,YOL062C
YNL036W,YPL020C
YNL037C,YNL209W
YNL037C,YNL255C
YNL037C,YNL271C
YNL037C,YOL133W
YNL037C,YOR136W
YNL037C,YPL090C
YNL037C,YPL140C
YNL037C,YPL254W
YNL037C,YPR190C
YNL038W,YNL255C
YNL039W,YNL255C
YNL039W,YOR116C
YNL039W,YOR207C
YNL039W,YOR274W
YNL039W,YPR190C
YNL041C,YNL051W
YNL041C,YNR011C
YNL041C,YOR304C-A
YNL041C,YPR105C
YNL041C,YPR190C
YNL042W,YNL197C
YNL042W,YOR014W
YNL042W,YOR359W
YNL042W,YPL026C
YNL044W,YNL093W
YNL044W,YNL189W
YNL044W,YNL209W
YNL044W,YNL242W
YNL044W,YNL263C
YNL044W,YNL304W
YNL044W,YNL315C
YNL044W,YOL018C
YNL044W,YOR089C
YNL044W,YOR198C
YNL044W,YPL070W
YNL044W,YPL120W
YNL044W,YPR042C
YNL044W,YPR049C
YNL044W,YPR181C
YNL045W,YNL154C
YNL045W,YNL209W
YNL045W,YOR156C
YNL045W,YOR198C
YNL045W,YPL031C
YNL046W,YNL197C
YNL047C,YNL207W
YNL047C,YNR047W
YNL047C,YOR181W
YNL047C,YPL059W
YNL047C,YPL231W
YNL047C,YPR042C
YNL048W,YOR198C
YNL048W,YPL076W
YNL048W,YPL078C
YNL048W,YPR028W
YNL048W,YPR128C
YNL049C,YNL209W
YNL049C,YPL085W
YNL049C,YPR181C
YNL050C,YNL255C
YNL051W,YPL240C
YNL051W,YPR105C
YNL052W,YNL209W
YNL052W,YNL255C
YNL052W,YNR018W
YNL052W,YOR231W
YNL052W,YPL216W
YNL052W,YPR042C
YNL053W,YNL197C
YNL053W,YNL209W
YNL053W,YOR257W
YNL053W,YPR042C
YNL054W-A,YNL154C
YNL054W-A,YNL209W
YNL054W-A,YPL031C
YNL054W,YPL031C
YNL055C,YNL085W
YNL055C,YNL090W
YNL055C,YNL093W
YNL055C,YNL106C
YNL055C,YNL121C
YNL055C,YNL131W
YNL055C,YNL157W
YNL055C,YNL209W
YNL055C,YNL260C
YNL055C,YNL305C
YNL055C,YNR010W
YNL055C,YNR017W
YNL055C,YNR051C
YNL055C,YOL009C
YNL055C,YOL087C
YNL055C,YOL096C
YNL055C,YOL132W
YNL055C,YOR091W
YNL055C,YOR117W
YNL055C,YOR151C
YNL055C,YOR198C
YNL055C,YPL235W
YNL055C,YPL240C
YNL055C,YPR010C
YNL055C,YPR164W
YNL055C,YPR190C
YNL056W,YNL099C
YNL056W,YNL209W
YNL056W,YNL255C
YNL058C,YNL307C
YNL058C,YOR198C
YNL058C,YPL204W
YNL059C,YNL215W
YNL059C,YNL291C
YNL059C,YOR123C
YNL059C,YOR141C
YNL059C,YOR189W
YNL059C,YPL082C
YNL059C,YPL129W
YNL059C,YPL235W
YNL059C,YPR190C
YNL061W,YNL110C
YNL061W,YNL175C
YNL061W,YNL255C
YNL061W,YNR046W
YNL061W,YNR051C
YNL061W,YNR053C
YNL061W,YOL077C
YNL061W,YOL091W
YNL061W,YOL127W
YNL061W,YOR005C
YNL061W,YOR063W
YNL061W,YOR191W
YNL061W,YOR206W
YNL061W,YOR227W
YNL061W,YOR267C
YNL061W,YOR272W
YNL061W,YOR294W
YNL061W,YOR310C
YNL061W,YPL009C
YNL061W,YPL043W
YNL061W,YPL093W
YNL061W,YPL131W
YNL061W,YPL143W
YNL061W,YPL146C
YNL061W,YPL174C
YNL061W,YPL198W
YNL061W,YPL211W
YNL061W,YPL217C
YNL061W,YPL249C-A
YNL061W,YPR010C
YNL061W,YPR016C
YNL061W,YPR042C
YNL061W,YPR102C
YNL061W,YPR144C
YNL061W,YPR190C
YNL062C,YNL209W
YNL062C,YNL244C
YNL062C,YOR361C
YNL062C,YPR190C
YNL063W,YNL255C
YNL063W,YPL020C
YNL064C,YNL073W
YNL064C,YNL121C
YNL064C,YNL209W
YNL064C,YNL229C
YNL064C,YNL247W
YNL064C,YNL251C
YNL064C,YNL255C
YNL064C,YOL006C
YNL064C,YOL111C
YNL064C,YOR007C
YNL064C,YOR091W
YNL064C,YOR117W
YNL064C,YOR197W
YNL064C,YOR198C
YNL064C,YOR290C
YNL064C,YOR361C
YNL064C,YPL106C
YNL064C,YPL150W
YNL064C,YPL233W
YNL064C,YPL240C
YNL064C,YPL248C
YNL064C,YPR042C
YNL064C,YPR056W
YNL064C,YPR106W
YNL064C,YPR190C
YNL065W,YNL307C
YNL065W,YPL026C
YNL065W,YPL240C
YNL065W,YPR042C
YNL066W,YNL154C
YNL066W,YNL307C
YNL066W,YOR198C
YNL066W,YPL204W
YNL066W,YPR042C
YNL067W,YNL209W
YNL067W,YNL246W
YNL067W,YNL255C
YNL067W,YOR198C
YNL067W,YPL004C
YNL067W,YPR152C
YNL068C,YNL197C
YNL068C,YNL209W
YNL068C,YNL254C
YNL068C,YOL004W
YNL068C,YOR361C
YNL068C,YOR372C
YNL068C,YPR119W
YNL068C,YPR120C
YNL069C,YNL110C
YNL069C,YNL124W
YNL069C,YNL178W
YNL069C,YNL209W
YNL069C,YNL255C
YNL069C,YNR051C
YNL069C,YOR091W
YNL069C,YOR117W
YNL069C,YOR179C
YNL069C,YOR198C
YNL069C,YPL240C
YNL069C,YPR041W
YNL069C,YPR042C
YNL069C,YPR143W
YNL070W,YNL131W
YNL070W,YOL009C
YNL071W,YNL197C
YNL071W,YNL255C
YNL071W,YOR198C
YNL071W,YPL235W
YNL072W,YNL209W
YNL072W,YPR042C
YNL073W,YNL154C
YNL073W,YOL130W
YNL073W,YOR261C
YNL073W,YPL106C
YNL073W,YPR042C
YNL074C,YNL154C
YNL074C,YNL197C
YNL074C,YNL209W
YNL074C,YNL307C
YNL074C,YOR351C
YNL074C,YPL235W
YNL074C,YPL256C
YNL074C,YPR042C
YNL075W,YNL102W
YNL075W,YNL110C
YNL075W,YNL132W
YNL075W,YNL209W
YNL075W,YNL255C
YNL075W,YNR051C
YNL075W,YOR310C
YNL075W,YPL126W
YNL075W,YPL207W
YNL075W,YPL217C
YNL075W,YPR112C
YNL075W,YPR137W
YNL075W,YPR144C
YNL075W,YPR190C
YNL076W,YOR061W
YNL076W,YOR326W
YNL076W,YPR042C
YNL077W,YPL031C
YNL077W,YPL150W
YNL078W,YNL209W
YNL078W,YNL307C
YNL078W,YOL070C
YNL078W,YOR127W
YNL078W,YOR144C
YNL078W,YOR269W
YNL078W,YOR393W
YNL078W,YPL158C
YNL078W,YPL190C
YNL078W,YPL269W
YNL079C,YNL255C
YNL079C,YNL271C
YNL079C,YOL068C
YNL079C,YOR198C
YNL079C,YPL240C
YNL080C,YNL154C
YNL080C,YNL197C
YNL081C,YNL197C
YNL081C,YOL027C
YNL081C,YPR042C
YNL082W,YNL209W
YNL082W,YOL090W
YNL083W,YPR042C
YNL084C,YNL086W
YNL084C,YNL103W
YNL084C,YNL107W
YNL084C,YNL209W
YNL084C,YNL225C
YNL084C,YNL243W
YNL084C,YNL250W
YNL084C,YNL272C
YNL084C,YOL034W
YNL084C,YOL088C
YNL084C,YOL091W
YNL084C,YOR117W
YNL084C,YOR181W
YNL084C,YOR198C
YNL084C,YOR232W
YNL084C,YOR259C
YNL084C,YOR269W
YNL084C,YOR324C
YNL084C,YOR329C
YNL084C,YOR344C
YNL084C,YPL018W
YNL084C,YPL138C
YNL084C,YPL146C
YNL084C,YPL153C
YNL084C,YPL174C
YNL084C,YPL216W
YNL084C,YPL249C
YNL084C,YPR046W
YNL084C,YPR117W
YNL084C,YPR141C
YNL085W,YNL090W
YNL085W,YNL186W
YNL085W,YNL250W
YNL085W,YOL133W
YNL085W,YOR197W
YNL085W,YPL235W
YNL085W,YPR034W
YNL085W,YPR111W
YNL085W,YPR190C
YNL086W,YOL069W
YNL086W,YOL130W
YNL086W,YOR069W
YNL086W,YOR089C
YNL086W,YOR174W
YNL086W,YPL146C
YNL086W,YPR185W
YNL087W,YOR086C
YNL087W,YOR091W
YNL087W,YOR198C
YNL087W,YOR204W
YNL088W,YNL232W
YNL088W,YNR051C
YNL088W,YOL012C
YNL088W,YOL021C
YNL088W,YOR061W
YNL088W,YOR156C
YNL088W,YPL055C
YNL088W,YPL074W
YNL088W,YPR152C
YNL088W,YPR190C
YNL090W,YNL209W
YNL090W,YNL210W
YNL090W,YNL255C
YNL090W,YOR089C
YNL090W,YPL161C
YNL090W,YPL174C
YNL090W,YPR042C
YNL091W,YNL162W
YNL091W,YNL164C
YNL091W,YNL182C
YNL091W,YNL288W
YNL091W,YNR052C
YNL091W,YOL159C-A
YNL091W,YOR231W
YNL091W,YOR269W
YNL091W,YOR355W
YNL091W,YPL032C
YNL091W,YPL140C
YNL091W,YPL229W
YNL092W,YOR159C
YNL092W,YOR329C
YNL093W,YNL227C
YNL093W,YNL263C
YNL093W,YOL139C
YNL093W,YOR089C
YNL093W,YOR132W
YNL093W,YOR357C
YNL093W,YOR370C
YNL093W,YPL240C
YNL094W,YNL243W
YNL094W,YOR043W
YNL094W,YOR181W
YNL094W,YOR244W
YNL094W,YPL004C
YNL094W,YPR154W
YNL095C,YPR198W
YNL096C,YNL207W
YNL096C,YNL209W
YNL096C,YNL255C
YNL096C,YNR046W
YNL096C,YNR051C
YNL096C,YOR091W
YNL096C,YOR096W
YNL096C,YOR361C
YNL096C,YPL235W
YNL096C,YPL240C
YNL096C,YPR041W
YNL096C,YPR042C
YNL097C,YNL154C
YNL097C,YNL330C
YNL097C,YOL004W
YNL097C,YPL082C
YNL097C,YPL139C
YNL097C,YPL181W
YNL097C,YPL240C
YNL098C,YNL255C
YNL098C,YOL081W
YNL098C,YOR018W
YNL098C,YOR101W
YNL098C,YOR153W
YNL098C,YOR322C
YNL098C,YPL076W
YNL098C,YPL088W
YNL098C,YPR042C
YNL099C,YNL255C
YNL099C,YNR054C
YNL099C,YOR294W
YNL101W,YNL154C
YNL101W,YOR254C
YNL101W,YPL076W
YNL101W,YPR028W
YNL101W,YPR042C
YNL101W,YPR192W
YNL102W,YNL209W
YNL102W,YNL255C
YNL102W,YNL262W
YNL102W,YNL273W
YNL102W,YNR052C
YNL102W,YOR341W
YNL102W,YPL106C
YNL102W,YPR019W
YNL102W,YPR135W
YNL102W,YPR190C
YNL103W,YNL272C
YNL103W,YPL038W
YNL103W,YPL146C
YNL104C,YNL251C
YNL104C,YNL307C
YNL104C,YOR108W
YNL104C,YOR198C
YNL104C,YOR351C
YNL104C,YPL031C
YNL104C,YPL147W
YNL104C,YPL240C
YNL104C,YPR042C
